Claim_Amount_USD,Claimant_Age,Prior_Claims,Claimant_Income_USD,Insurance_Company_InsureCo,Insurance_Company_LIC,Insurance_Company_PolicyBazaar,Insurance_Company_SafeGuard,Insurance_Company_SecureCoverage,Insurance_Company_StarHealth,Insurance_Company_TrustInsurance,Policy_Type_Auto,Policy_Type_Health,Policy_Type_Home,Policy_Type_Life,Policy_Type_Travel,Claim_Type_Bodily Injury,Claim_Type_Death,Claim_Type_Medical Expenses,Claim_Type_Natural Disaster,Claim_Type_Property Damage,Claim_Type_Theft,Fraud_Indicator
-0.03440818288744828,1.3905641588288375,0.8859826951765168,-0.18604543473054433,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.2036104756158721,-0.026819557507552494,-0.7484832477295444,0.8653108383447294,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.11553805631576368,-0.38116548659165,0.8859826951765168,-0.5098149461276694,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.0570052162825377,-1.1489149996071946,-0.7484832477295444,-0.2751218461388045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.1781360685542025,1.331506503981488,-0.7484832477295444,-0.1789554360506848,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.2301591672706946,-0.49928079628634914,0.0687497237234862,-0.3384964136343057,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.1733622419699457,-0.9717420350651459,0.0687497237234862,-0.49870437153707925,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.217943915016722,-0.7355114156757475,-0.7484832477295444,0.06390621919581299,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.17000216526789647,-0.5583384511336987,0.8859826951765168,-0.3402455558969365,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.017514154142683806,-0.026819557507552494,0.0687497237234862,1.6190118138850245,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.22651527323312637,-0.9717420350651459,0.0687497237234862,-0.2751218461388045,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.23684746584159624,1.0952758845920896,0.0687497237234862,-0.19984125447528445,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.15406006005175266,-0.49928079628634914,0.0687497237234862,-0.2751218461388045,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.1388316734037997,0.6228146458132929,0.0687497237234862,2.4956455227521666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.22779906013917908,0.3865840264238946,0.0687497237234862,-0.2751218461388045,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.16229760581158414,-1.6213762383859913,-0.7484832477295444,-0.5840653561448396,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.21622353959172982,0.327526371576545,0.0687497237234862,-0.10635098100170959,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.14680986261232418,-1.7394915480806905,-0.7484832477295444,-0.2751218461388045,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.24056521835744366,1.8039677427602847,-0.7484832477295444,-0.5368778080750307,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.21203623332466523,-0.38116548659165,-0.7484832477295444,-0.21190042275213616,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.17653111930108464,-0.9717420350651459,-0.7484832477295444,-0.2751218461388045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.1781360685542025,-0.6764537608283979,-0.7484832477295444,-0.2751218461388045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
-0.17044588551176032,-1.680433893233341,0.0687497237234862,-0.05110299058060981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.19562068784165187,1.0952758845920896,0.0687497237234862,-0.39961814957367253,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.15748067199842017,0.8590452652026913,0.0687497237234862,-0.5501010237278716,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
1.6924761218636417,1.2133911942867888,0.0687497237234862,-0.35526154843422864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.1781360685542025,-1.3260879641492433,-0.7484832477295444,-0.6658085691555589,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.1868710142867925,0.6228146458132929,-0.7484832477295444,-0.5546370195505923,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.21112013646477099,-0.6764537608283979,-0.7484832477295444,0.5525856871366667,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.1781360685542025,1.331506503981488,0.0687497237234862,-0.46395865770861416,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.164757888019692,-0.7945690705230971,0.0687497237234862,0.5088312524697861,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3.3164645138213844,-1.089857344759845,-0.7484832477295444,-0.2082886639944487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
4.173063444735497,-0.026819557507552494,-0.7484832477295444,-0.4141248534437402,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.23506991193275278,0.20941106188184586,-0.7484832477295444,-0.26670246973349704,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.1781360685542025,-0.49928079628634914,0.0687497237234862,-0.28714808321306506,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.2155446074560047,0.09129575218714668,0.0687497237234862,-0.519880340551857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.16755513735503752,-0.026819557507552494,1.7032156666295475,-0.2751218461388045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.004196294276052789,-1.5623185835386417,0.0687497237234862,-0.19916587179109466,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.1781360685542025,0.2684687167291954,-0.7484832477295444,-0.019424340229683482,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.1781360685542025,-0.6173961059810483,-0.7484832477295444,-0.6545356999473649,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
-0.006991984755734682,1.1543335394394392,-0.7484832477295444,1.7720526633750915,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.2398520785481668,1.0952758845920896,0.0687497237234862,0.27485631913231356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
-0.1781360685542025,0.9771605748973904,0.0687497237234862,0.6128707975440884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.01687792462500425,-1.680433893233341,-0.7484832477295444,0.014014573686755806,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.24102975456747305,0.3865840264238946,-0.7484832477295444,-0.2751218461388045,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.14465201307653758,-0.3221078317443004,0.8859826951765168,-0.5079080085315051,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
-0.18463356158145658,0.4456416812712442,0.0687497237234862,0.38979768978617346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.1781360685542025,-1.4442032738439425,-0.7484832477295444,0.07439441166530057,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.23565256909579382,-1.2079726544545442,0.0687497237234862,-0.5402221775270911,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-0.2237647115794798,1.1543335394394392,0.0687497237234862,-0.564563444832921,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.1781360685542025,-1.1489149996071946,0.8859826951765168,-0.2455121499504404,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.10849932713057713,1.8039677427602847,0.8859826951765168,0.12744661062643253,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.21242056760776704,-0.026819557507552494,-0.7484832477295444,-0.5524863507635622,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
